trimestre,division,ice,type
T2/2019,8- Produits finis de consommation,108.2,export
T2/2019,DEMI  PRODUITS,94.2,export
T2/2019,ENERGIE  ET  LUBRIFIANTS,75.5,export
T2/2019,EXPORTATIONS,96.9,export
T2/2019,"1- Alimentation, boissons et tabacs",111.8,import
T2/2019,3- Produits bruts d'origine animale et vegetale,129.6,import
T2/2019,4- Produits bruts d'origine minerale,76.5,import
T2/2019,6- Produits finis d'equipement agricole,152.7,import
T2/2019,7- Produits finis d'equipement industriel,99.8,import
T2/2019,8- Produits finis de consommation,99.5,import
T2/2019,DEMI  PRODUITS,88.3,import
T2/2019,ENERGIE  ET  LUBRIFIANTS,138.8,import
T2/2019,IMPORTATIONS,90.6,import
T3/2019,"1- Alimentation, boissons et tabacs",86.4,export
T3/2019,3- Produits bruts d'origine animale et vegetale,85.6,export
T3/2019,4- Produits bruts d'origine minerale,69.9,export
T3/2019,6- Produits finis d'equipement agricole,103.2,export
T3/2019,7- Produits finis d'equipement industriel,104.4,export
T3/2019,8- Produits finis de consommation,108.1,export
T3/2019,DEMI  PRODUITS,93.1,export
T3/2019,ENERGIE  ET  LUBRIFIANTS,67.8,export
T3/2019,EXPORTATIONS,95.9,export
T3/2019,"1- Alimentation, boissons et tabacs",112.0,import
T3/2019,3- Produits bruts d'origine animale et vegetale,136.6,import
T3/2019,4- Produits bruts d'origine minerale,76.0,import
T3/2019,6- Produits finis d'equipement agricole,168.7,import
T3/2019,7- Produits finis d'equipement industriel,101.5,import
T3/2019,8- Produits finis de consommation,100.4,import
T3/2019,DEMI  PRODUITS,81.8,import
T3/2019,ENERGIE  ET  LUBRIFIANTS,139.6,import
T3/2019,IMPORTATIONS,88.4,import
T1/2020,"1- Alimentation, boissons et tabacs",98.3,export
T1/2020,8- Produits finis de consommation,100.6,export
T1/2020,Demi  produits,89.5,export
T1/2020,EXPORTATIONS,97.4,export
T1/2020,Energie et  lubrifiants,92.9,export
T1/2020,Produits bruts d'origine animale et végétale,99.6,export
T1/2020,Produits bruts d'origine minérale,93.1,export
T1/2020,Produits finis d'équipement agricole,94.6,export
T1/2020,Produits finis d'équipement industriel,100.6,export
T2/2020,"1- Alimentation, boissons et tabacs",97.0,export
T2/2020,8- Produits finis de consommation,102.5,export
T2/2020,Demi  produits,93.5,export
T2/2020,EXPORTATIONS,98.4,export
T2/2020,Energie et  lubrifiants,70.0,export
T2/2020,Produits bruts d'origine animale et végétale,106.8,export
T2/2020,Produits bruts d'origine minérale,94.3,export
T2/2020,Produits finis d'équipement agricole,91.5,export
T2/2020,Produits finis d'équipement industriel,102.3,export
T3/2020,"1- Alimentation, boissons et tabacs",97.0,export
T3/2020,8- Produits finis de consommation,97.1,export
T3/2020,Demi  produits,90.8,export
T3/2020,EXPORTATIONS,97.3,export
T3/2020,Energie et  lubrifiants,69.4,export
T3/2020,Produits bruts d'origine animale et végétale,105.8,export
T3/2020,Produits bruts d'origine minérale,93.6,export
T3/2020,Produits finis d'équipement agricole,104.6,export
T3/2020,Produits finis d'équipement industriel,106.2,export
T4/2020,"1- Alimentation, boissons et tabacs",93.6,export
T4/2020,8- Produits finis de consommation,97.7,export
T4/2020,Demi  produits,92.6,export
T4/2020,EXPORTATIONS,97.3,export
T4/2020,Energie et  lubrifiants,70.6,export
T4/2020,Produits bruts d'origine animale et végétale,110.4,export
T4/2020,Produits bruts d'origine minérale,96.2,export
T4/2020,Produits finis d'équipement agricole,102.2,export
T4/2020,Produits finis d'équipement industriel,105.5,export
T1/2021,"1- Alimentation, boissons et tabacs",99.0,export
T1/2021,8- Produits finis de consommation,96.2,export
T1/2021,Demi  produits,102.0,export
T1/2021,EXPORTATIONS,99.2,export
T1/2021,Energie et  lubrifiants,78.2,export
T1/2021,Produits bruts d'origine animale et végétale,109.6,export
T1/2021,Produits bruts d'origine minérale,97.5,export
T1/2021,Produits finis d'équipement agricole,108.4,export
T1/2021,Produits finis d'équipement industriel,100.4,export
T2/2021,"1- Alimentation, boissons et tabacs",93.2,export
T2/2021,8- Produits finis de consommation,98.5,export
T2/2021,Demi  produits,127.7,export
T2/2021,EXPORTATIONS,106.0,export
T2/2021,Energie et  lubrifiants,85.6,export
T2/2021,Produits bruts d'origine animale et végétale,129.6,export
T2/2021,Produits bruts d'origine minérale,110.7,export
T2/2021,Produits finis d'équipement agricole,99.0,export
T2/2021,Produits finis d'équipement industriel,101.9,export
T3/2021,"1- Alimentation, boissons et tabacs",102.3,export
T3/2021,8- Produits finis de consommation,101.6,export
T3/2021,Demi  produits,153.4,export
T3/2021,EXPORTATIONS,115.6,export
T3/2021,Energie et  lubrifiants,99.6,export
T3/2021,Produits bruts d'origine animale et végétale,129.6,export
T3/2021,Produits bruts d'origine minérale,115.4,export
T3/2021,Produits finis d'équipement agricole,97.1,export
T3/2021,Produits finis d'équipement industriel,100.7,export
T4/2021,"1- Alimentation, boissons et tabacs",97.6,export
T4/2021,8- Produits finis de consommation,109.7,export
T4/2021,Demi  produits,172.1,export
T4/2021,EXPORTATIONS,121.2,export
T4/2021,Energie et  lubrifiants,131.0,export
T4/2021,Produits bruts d'origine animale et végétale,135.2,export
T4/2021,Produits bruts d'origine minérale,143.5,export
T4/2021,Produits finis d'équipement agricole,98.5,export
T4/2021,Produits finis d'équipement industriel,99.8,export
T1/2022,"1- Alimentation, boissons et tabacs",97.5,export
T1/2022,8- Produits finis de consommation,102.0,export
T1/2022,Demi  produits,194.4,export
T1/2022,EXPORTATIONS,124.2,export
T1/2022,Energie et  lubrifiants,123.0,export
T1/2022,Produits bruts d'origine animale et végétale,166.5,export
T1/2022,Produits bruts d'origine minérale,151.1,export
T1/2022,Produits finis d'équipement agricole,104.3,export
T1/2022,Produits finis d'équipement industriel,104.5,export
T2/2022,"1- Alimentation, boissons et tabacs",95.9,export
T2/2022,8- Produits finis de consommation,105.3,export
T2/2022,Demi  produits,245.9,export
T2/2022,EXPORTATIONS,135.7,export
T2/2022,Energie et  lubrifiants,137.7,export
T2/2022,Produits bruts d'origine animale et végétale,179.8,export
T2/2022,Produits bruts d'origine minérale,143.9,export
T2/2022,Produits finis d'équipement agricole,94.4,export
T2/2022,Produits finis d'équipement industriel,110.1,export
T3/2022,"1- Alimentation, boissons et tabacs",104.3,export
T3/2022,8- Produits finis de consommation,105.6,export
T3/2022,Demi  produits,239.8,export
T3/2022,EXPORTATIONS,142.0,export
T3/2022,Energie et  lubrifiants,129.9,export
T3/2022,Produits bruts d'origine animale et végétale,155.9,export
T3/2022,Produits bruts d'origine minérale,186.1,export
T3/2022,Produits finis d'équipement agricole,95.6,export
T3/2022,Produits finis d'équipement industriel,120.5,export
T4/2022,"1- Alimentation, boissons et tabacs",98.0,export
T4/2022,8- Produits finis de consommation,109.8,export
T4/2022,Demi  produits,186.0,export
T4/2022,EXPORTATIONS,134.2,export
T4/2022,Energie et  lubrifiants,144.7,export
T4/2022,Produits bruts d'origine animale et végétale,161.4,export
T4/2022,Produits bruts d'origine minérale,202.1,export
T4/2022,Produits finis d'équipement agricole,99.6,export
T4/2022,Produits finis d'équipement industriel,137.3,export
T1/2023,"1- Alimentation, boissons et tabacs",106.4,export
T1/2023,8- Produits finis de consommation,111.8,export
T1/2023,Demi  produits,164.1,export
T1/2023,EXPORTATIONS,129.3,export
T1/2023,Energie et  lubrifiants,120.9,export
T1/2023,Produits bruts d'origine animale et végétale,165.2,export
T1/2023,Produits bruts d'origine minérale,158.0,export
T1/2023,Produits finis d'équipement agricole,98.9,export
T1/2023,Produits finis d'équipement industriel,122.6,export
T2/2023,"1- Alimentation, boissons et tabacs",102.3,export
T2/2023,8- Produits finis de consommation,112.6,export
T2/2023,Demi  produits,146.2,export
T2/2023,EXPORTATIONS,125.0,export
T2/2023,Energie et  lubrifiants,98.1,export
T2/2023,Produits bruts d'origine animale et végétale,181.8,export
T2/2023,Produits bruts d'origine minérale,145.9,export
T2/2023,Produits finis d'équipement agricole,108.1,export
T2/2023,Produits finis d'équipement industriel,124.9,export
T3/2023,"1- Alimentation, boissons et tabacs",103.1,export
T3/2023,8- Produits finis de consommation,110.1,export
T3/2023,Demi  produits,117.3,export
T3/2023,EXPORTATIONS,116.3,export
T3/2023,Energie et  lubrifiants,94.8,export
T3/2023,Produits bruts d'origine animale et végétale,207.5,export
T3/2023,Produits bruts d'origine minérale,138.9,export
T3/2023,Produits finis d'équipement agricole,107.9,export
T3/2023,Produits finis d'équipement industriel,125.1,export
T4/2023,"1- Alimentation, boissons et tabacs",102.5,export
T4/2023,8- Produits finis de consommation,108.7,export
T4/2023,Demi  produits,145.0,export
T4/2023,EXPORTATIONS,122.6,export
T4/2023,Energie et  lubrifiants,102.3,export
T4/2023,Produits bruts d'origine animale et végétale,221.8,export
T4/2023,Produits bruts d'origine minérale,119.4,export
T4/2023,Produits finis d'équipement agricole,98.4,export
T4/2023,Produits finis d'équipement industriel,128.1,export
T1/2024,"1- Alimentation, boissons et tabacs",96.9,export
T1/2024,2- Energie et lubrifiants,97.0,export
T1/2024,3- Produits bruts d’origine animale et végétale,214.8,export
T1/2024,4- Produits bruts d’origine minérale,124.9,export
T1/2024,5- Demi-Produits,121.0,export
T1/2024,6- Produits finis d’équipement agricole,85.8,export
T1/2024,7- Produits finis d’équipement industriel,124.6,export
T1/2024,8- Produits finis de consommation,111.0,export
T1/2024,Demi  produits,121.0,export
T1/2024,EXPORTATIONS,117.2,export
T1/2024,Energie et  lubrifiants,97.0,export
T1/2024,Produits bruts d'origine animale et végétale,214.8,export
T1/2024,Produits bruts d'origine minérale,124.9,export
T1/2024,Produits finis d'équipement agricole,85.8,export
T1/2024,Produits finis d'équipement industriel,124.6,export
T1/2024,"1- Alimentation, boissons et tabacs",131.6,import
T1/2024,2- Energie et lubrifiants,109.8,import
T1/2024,3- Produits bruts d’origine animale et végétale,114.2,import
T1/2024,4- Produits bruts d’origine minérale,66.2,import
T1/2024,5- Demi-Produits,122.7,import
T1/2024,6- Produits finis d’équipement agricole,119.7,import
T1/2024,7- Produits finis d’équipement industriel,100.9,import
T1/2024,8- Produits finis de consommation,118.2,import
T2/2024,"1- Alimentation, boissons et tabacs",95.8,export
T2/2024,2- Energie et lubrifiants,97.7,export
T2/2024,3- Produits bruts d’origine animale et végétale,201.6,export
T2/2024,4- Produits bruts d’origine minérale,130.8,export
T2/2024,5- Demi-Produits,121.0,export
T2/2024,6- Produits finis d’équipement agricole,88.9,export
T2/2024,7- Produits finis d’équipement industriel,126.0,export
T2/2024,8- Produits finis de consommation,113.5,export
T2/2024,Demi  produits,121.0,export
T2/2024,EXPORTATIONS,118.1,export
T2/2024,Energie et  lubrifiants,97.7,export
T2/2024,Produits bruts d'origine animale et végétale,201.6,export
T2/2024,Produits bruts d'origine minérale,130.8,export
T2/2024,Produits finis d'équipement agricole,88.9,export
T2/2024,Produits finis d'équipement industriel,126.0,export
T2/2024,"1- Alimentation, boissons et tabacs",129.3,import
T2/2024,2- Energie et lubrifiants,104.0,import
T2/2024,3- Produits bruts d’origine animale et végétale,112.6,import
T2/2024,4- Produits bruts d’origine minérale,64.5,import
T2/2024,5- Demi-Produits,121.7,import
T2/2024,6- Produits finis d’équipement agricole,124.9,import
T2/2024,7- Produits finis d’équipement industriel,96.8,import
T2/2024,8- Produits finis de consommation,120.5,import
T2/2024,IMPORTATIONS,111.1,import
T3/2024,"1- Alimentation, boissons et tabacs",98.1,export
T3/2024,2- Energie et lubrifiants,97.9,export
T3/2024,3- Produits bruts d’origine animale et végétale,184.2,export
T3/2024,4- Produits bruts d’origine minérale,121.5,export
T3/2024,5- Demi-Produits,125.8,export
T3/2024,6- Produits finis d’équipement agricole,96.0,export
T3/2024,7- Produits finis d’équipement industriel,122.3,export
T3/2024,8- Produits finis de consommation,109.5,export
T3/2024,Demi  produits,125.8,export
T3/2024,EXPORTATIONS,116.9,export
T3/2024,Energie et  lubrifiants,97.9,export
T3/2024,Produits bruts d'origine animale et végétale,184.2,export
T3/2024,Produits bruts d'origine minérale,121.5,export
T3/2024,Produits finis d'équipement agricole,96.0,export
T3/2024,Produits finis d'équipement industriel,122.3,export
T3/2024,"1- Alimentation, boissons et tabacs",125.7,import
T3/2024,2- Energie et lubrifiants,97.8,import
T3/2024,3- Produits bruts d’origine animale et végétale,112.3,import
T3/2024,4- Produits bruts d’origine minérale,64.4,import
T3/2024,5- Demi-Produits,126.5,import
T3/2024,6- Produits finis d’équipement agricole,110.7,import
T3/2024,7- Produits finis d’équipement industriel,99.6,import
T3/2024,8- Produits finis de consommation,117.6,import
T3/2024,IMPORTATIONS,110.8,import
T4/2024,"1- Alimentation, boissons et tabacs",94.8,export
T4/2024,2- Energie et lubrifiants,97.4,export
T4/2024,3- Produits bruts d’origine animale et végétale,171.5,export
T4/2024,4- Produits bruts d’origine minérale,115.3,export
T4/2024,5- Demi-Produits,128.1,export
T4/2024,6- Produits finis d’équipement agricole,90.2,export
T4/2024,7- Produits finis d’équipement industriel,116.4,export
T4/2024,8- Produits finis de consommation,109.1,export
T4/2024,Demi  produits,128.1,export
T4/2024,EXPORTATIONS,115.1,export
T4/2024,Energie et  lubrifiants,97.4,export
T4/2024,Produits bruts d'origine animale et végétale,171.5,export
T4/2024,Produits bruts d'origine minérale,115.3,export
T4/2024,Produits finis d'équipement agricole,90.2,export
T4/2024,Produits finis d'équipement industriel,116.4,export
T4/2024,"1- Alimentation, boissons et tabacs",129.5,import
T4/2024,2- Energie et lubrifiants,98.0,import
T4/2024,3- Produits bruts d’origine animale et végétale,111.7,import
T4/2024,4- Produits bruts d’origine minérale,72.4,import
T4/2024,5- Demi-Produits,122.6,import
T4/2024,6- Produits finis d’équipement agricole,104.8,import
T4/2024,7- Produits finis d’équipement industriel,102.1,import
T4/2024,8- Produits finis de consommation,115.5,import
T4/2024,IMPORTATIONS,111.1,import
T1/2025,"1- Alimentation, boissons et tabacs",100.7,export
T1/2025,2- Energie et lubrifiants,89.5,export
T1/2025,3- Produits bruts d’origine animale et végétale,164.7,export
T1/2025,4- Produits bruts d’origine minérale,121.3,export
T1/2025,5- Demi-Produits,131.1,export
T1/2025,6- Produits finis d’équipement agricole,73.8,export
T1/2025,7- Produits finis d’équipement industriel,117.4,export
T1/2025,8- Produits finis de consommation,108.2,export
T1/2025,Demi  produits,131.1,export
T1/2025,EXPORTATIONS,117.0,export
T1/2025,Energie et  lubrifiants,89.5,export
T1/2025,Produits bruts d'origine animale et végétale,164.7,export
T1/2025,Produits bruts d'origine minérale,121.3,export
T1/2025,Produits finis d'équipement agricole,73.8,export
T1/2025,Produits finis d'équipement industriel,117.4,export
T1/2025,"1- Alimentation, boissons et tabacs",132.2,import
T1/2025,2- Energie et lubrifiants,98.2,import
T1/2025,3- Produits bruts d’origine animale et végétale,112.5,import
T1/2025,4- Produits bruts d’origine minérale,84.5,import
T1/2025,5- Demi-Produits,119.7,import
T1/2025,6- Produits finis d’équipement agricole,112.1,import
T1/2025,7- Produits finis d’équipement industriel,96.9,import
T1/2025,8- Produits finis de consommation,113.7,import
T1/2025,IMPORTATIONS,109.3,import
T2/2025,"1- Alimentation, boissons et tabacs",94.9,export
T2/2025,2- Energie et lubrifiants,85.9,export
T2/2025,3- Produits bruts d’origine animale et végétale,151.3,export
T2/2025,4- Produits bruts d’origine minérale,116.4,export
T2/2025,5- Demi-Produits,132.9,export
T2/2025,6- Produits finis d’équipement agricole,77.9,export
T2/2025,7- Produits finis d’équipement industriel,118.7,export
T2/2025,8- Produits finis de consommation,111.1,export
T2/2025,Demi  produits,132.9,export
T2/2025,EXPORTATIONS,117.1,export
T2/2025,Energie et  lubrifiants,85.9,export
T2/2025,Produits bruts d'origine animale et végétale,151.3,export
T2/2025,Produits bruts d'origine minérale,116.4,export
T2/2025,Produits finis d'équipement agricole,77.9,export
T2/2025,Produits finis d'équipement industriel,118.7,export
T2/2025,"1- Alimentation, boissons et tabacs",127.1,import
T2/2025,2- Energie et lubrifiants,84.0,import
T2/2025,3- Produits bruts d’origine animale et végétale,107.5,import
T2/2025,4- Produits bruts d’origine minérale,98.6,import
T2/2025,5- Demi-Produits,116.3,import
T2/2025,6- Produits finis d’équipement agricole,98.7,import
T2/2025,7- Produits finis d’équipement industriel,92.1,import
T2/2025,8- Produits finis de consommation,113.3,import
T2/2025,IMPORTATIONS,104.8,import
T3/2025,"1- Alimentation, boissons et tabacs",95.2,export
T3/2025,2- Energie et lubrifiants,76.1,export
T3/2025,3- Produits bruts d’origine animale et végétale,152.4,export
T3/2025,4- Produits bruts d’origine minérale,126.5,export
T3/2025,5- Demi-Produits,139.2,export
T3/2025,6- Produits finis d’équipement agricole,82.2,export
T3/2025,7- Produits finis d’équipement industriel,117.2,export
T3/2025,8- Produits finis de consommation,107.7,export
T3/2025,Demi  produits,139.2,export
T3/2025,EXPORTATIONS,117.4,export
T3/2025,Energie et  lubrifiants,76.1,export
T3/2025,Produits bruts d'origine animale et végétale,152.4,export
T3/2025,Produits bruts d'origine minérale,126.5,export
T3/2025,Produits finis d'équipement agricole,82.2,export
T3/2025,Produits finis d'équipement industriel,117.2,export
T3/2025,"1- Alimentation, boissons et tabacs",120.9,import
T3/2025,2- Energie et lubrifiants,86.5,import
T3/2025,3- Produits bruts d’origine animale et végétale,109.7,import
T3/2025,4- Produits bruts d’origine minérale,109.3,import
T3/2025,5- Demi-Produits,115.5,import
T3/2025,6- Produits finis d’équipement agricole,111.2,import
T3/2025,7- Produits finis d’équipement industriel,90.9,import
T3/2025,8- Produits finis de consommation,114.0,import
T3/2025,IMPORTATIONS,104.4,import
